study,latin_name,historic_low_limit,historic_mean_limit,historic_upper_limit,modern_low_limit,modern_mean_elevation,modern_upper_limit,change_low_limit,change_mean_elevation,change_upper_limit
Kuhn et al. 2016,Hyacinthoides non-scripta,NA,NA,NA,NA,NA,NA,-5.1,2.769,6.6
Kuhn et al. 2016,Impatiens noli-tangere,NA,NA,NA,NA,NA,NA,-8.6,7.826,6.2
Kuhn et al. 2016,Knautia dipsacifolia,NA,NA,NA,NA,NA,NA,111.4,132.221,133.8
Kuhn et al. 2016,Laburnum anagyroides,NA,NA,NA,NA,NA,NA,68.6,425.626,578.4
Kuhn et al. 2016,Lactuca muralis,NA,NA,NA,NA,NA,NA,21.7,20.365,20.6
Kuhn et al. 2016,Lamium galeobdolon,NA,NA,NA,NA,NA,NA,14,34.304,70.6
Kuhn et al. 2016,Lathyrus vernus,NA,NA,NA,NA,NA,NA,-6.6,-43.244,-157.7
Kuhn et al. 2016,Lonicera xylosteum,NA,NA,NA,NA,NA,NA,20.5,20.764,24.8
Kuhn et al. 2016,Luzula luzuloides,NA,NA,NA,NA,NA,NA,18.5,62.369,64.7
Kuhn et al. 2016,Luzula pilosa,NA,NA,NA,NA,NA,NA,22,17.907,11.4
Kuhn et al. 2016,Mercurialis perennis,NA,NA,NA,NA,NA,NA,-25.7,57.522,99.7
Kuhn et al. 2016,Milium effusum,NA,NA,NA,NA,NA,NA,-4.6,-47.022,-36.8
Kuhn et al. 2016,Moehringia trinervia,NA,NA,NA,NA,NA,NA,25.5,109.94,21
Kuhn et al. 2016,Neottia nidus-avis,NA,NA,NA,NA,NA,NA,41,-7.329,-61.4
Kuhn et al. 2016,Paris quadrifolia,NA,NA,NA,NA,NA,NA,80.8,130.387,90.8
Kuhn et al. 2016,Phyteuma spicatum,NA,NA,NA,NA,NA,NA,60,110.058,115
Kuhn et al. 2016,Pimpinella saxifraga,NA,NA,NA,NA,NA,NA,88,95.75,160.2
Kuhn et al. 2016,Pinus sylvestris,NA,NA,NA,NA,NA,NA,-14.2,-25.006,18
Kuhn et al. 2016,Polygonatum odoratum,NA,NA,NA,NA,NA,NA,8.2,127.834,109.8
Kuhn et al. 2016,Potentilla sterilis,NA,NA,NA,NA,NA,NA,70.3,183.92,520.3
Kuhn et al. 2016,Primula elatior,NA,NA,NA,NA,NA,NA,7.9,114.907,340.4
Kuhn et al. 2016,Primula veris,NA,NA,NA,NA,NA,NA,59.9,165.599,184.1
Kuhn et al. 2016,Primula vulgaris,NA,NA,NA,NA,NA,NA,119.4,35.948,49.8
Kuhn et al. 2016,Prunus avium,NA,NA,NA,NA,NA,NA,19,32.747,67.7
Kuhn et al. 2016,Quercus petraea,NA,NA,NA,NA,NA,NA,-9,-4.505,-16.2
Kuhn et al. 2016,Ranunculus auricomus,NA,NA,NA,NA,NA,NA,32.5,93.736,219
Kuhn et al. 2016,Ranunculus ficaria,NA,NA,NA,NA,NA,NA,-24,71.985,197.2
Kuhn et al. 2016,Ribes alpinum,NA,NA,NA,NA,NA,NA,21,59.089,36.6
Kuhn et al. 2016,Ribes rubrum,NA,NA,NA,NA,NA,NA,4.6,24.411,-70
Kuhn et al. 2016,Ribes uva-crispa,NA,NA,NA,NA,NA,NA,88,452.103,336.1
Kuhn et al. 2016,Rosa arvensis,NA,NA,NA,NA,NA,NA,25.3,49.963,97.6
Kuhn et al. 2016,Rosa canina,NA,NA,NA,NA,NA,NA,53,170.206,300.4
Kuhn et al. 2016,Senecio ovatus,NA,NA,NA,NA,NA,NA,109.9,135.461,205.2
Kuhn et al. 2016,Silene dioica,NA,NA,NA,NA,NA,NA,21.4,124.128,103.1
Kuhn et al. 2016,Sorbus aria,NA,NA,NA,NA,NA,NA,28.3,55.415,52
Kuhn et al. 2016,Stachys sylvatica,NA,NA,NA,NA,NA,NA,-13,-1.041,28.2
Kuhn et al. 2016,Stellaria holostea,NA,NA,NA,NA,NA,NA,5.5,104.843,199.4
Kuhn et al. 2016,Tilia cordata,NA,NA,NA,NA,NA,NA,-21.9,21.789,108.3
Kuhn et al. 2016,Tilia platyphyllos,NA,NA,NA,NA,NA,NA,7,28.033,61
Kuhn et al. 2016,Ulmus glabra,NA,NA,NA,NA,NA,NA,88,212.01,219
Kuhn et al. 2016,Valeriana officinalis,NA,NA,NA,NA,NA,NA,140.3,373.082,347.2
Kuhn et al. 2016,Veronica montana,NA,NA,NA,NA,NA,NA,64.6,134.242,145.9
Kuhn et al. 2016,Viburnum opulus,NA,NA,NA,NA,NA,NA,38.4,80.346,189.5
Kuhn et al. 2016,Vicis sepium,NA,NA,NA,NA,NA,NA,64,26.005,-33.5
Kuhn et al. 2016,Viola reichenbachiana,NA,NA,NA,NA,NA,NA,20.5,103.329,-290.7
Kullman 2002,Betula nana,NA,NA,NA,NA,NA,NA,NA,NA,0
Kullman 2002,Betula pubescens,NA,NA,1095,NA,NA,1410,NA,NA,315
Kullman 2002,Empetrum hermaphroditum,NA,NA,NA,NA,NA,NA,NA,NA,0
Kullman 2002,Juiperus communis,NA,NA,NA,NA,NA,NA,NA,NA,0
Kullman 2002,Phyllodoce caerulea,NA,NA,NA,NA,NA,NA,NA,NA,0
Kullman 2002,Picea abies,NA,NA,1141,NA,NA,1410,NA,NA,269
Kullman 2002,Pinus sylvestris,NA,NA,1035,NA,NA,1375,NA,NA,340
Kullman 2002,Salix glauca,NA,NA,1270,NA,NA,1390,NA,NA,120
Kullman 2002,Salix lanata,NA,NA,1105,NA,NA,1270,NA,NA,165
Kullman 2002,Salix phylicifolia,NA,NA,1150,NA,NA,1270,NA,NA,120
Kullman 2002,Sorbus aucuparia,NA,NA,995,NA,NA,1375,NA,NA,380
Kullman 2002,Vaccinium myrtillus,NA,NA,NA,NA,NA,NA,NA,NA,0
Kusrini et al. 2016,Chalcorana chalconota,1300,NA,1375,1300,NA,1650,0,NA,275
Kusrini et al. 2016,Duttaphrynus melanostictus,1300,NA,1375,1300,NA,1375,0,NA,0
Kusrini et al. 2016,Fejevarya limnocharis,1300,NA,1300,1300,NA,1300,0,NA,0
Kusrini et al. 2016,Huia masonii,1650,NA,1900,1300,NA,1900,-350,NA,0
Kusrini et al. 2016,Lepotbrachium hasseltii,1650,NA,1900,1375,NA,1375,-275,NA,-525
Kusrini et al. 2016,Leptophryne cruentata,1650,NA,2375,1650,NA,1900,0,NA,-475
Kusrini et al. 2016,Limnonectes kuhlii,1375,NA,1650,1300,NA,1900,-75,NA,250
Kusrini et al. 2016,Limnonectes microdiscus,1650,NA,1650,1375,NA,1900,-275,NA,250
Kusrini et al. 2016,Megophrys montana,1650,NA,1900,1375,NA,1900,-275,NA,0
Kusrini et al. 2016,Microhyla achatina,1300,NA,1375,1375,NA,1900,75,NA,525
Kusrini et al. 2016,Microhyla palmipes,1650,NA,1650,1650,NA,1900,0,NA,250
Kusrini et al. 2016,Philautus aurifasciatus,1375,NA,1900,1375,NA,1900,0,NA,0
Kusrini et al. 2016,Phrynoidis asper,1300,NA,1300,1300,NA,1300,0,NA,0
Kusrini et al. 2016,Polypedates leucomystax,1300,NA,1375,1375,NA,1375,75,NA,0
Kusrini et al. 2016,Rhacophorus margaritifer,1375,NA,1650,1375,NA,1900,0,NA,250
Kusrini et al. 2016,Rhacophorus reinwardtii,1300,NA,1375,1375,NA,1650,0,NA,275
Le Roux & McGeoch 2008,Acaena magellanica,NA,NA,NA,NA,NA,NA,NA,NA,22
Le Roux & McGeoch 2008,Agrostis magellanica,NA,NA,NA,NA,NA,NA,NA,NA,158
Le Roux & McGeoch 2008,Azorella selago,NA,NA,NA,NA,NA,NA,NA,NA,75
Le Roux & McGeoch 2008,Blechnum penna-marina,NA,NA,NA,NA,NA,NA,NA,NA,146
Le Roux & McGeoch 2008,Callitriche antarctica,NA,NA,NA,NA,NA,NA,NA,NA,0
Le Roux & McGeoch 2008,Colobanthus kerguelensis,NA,NA,NA,NA,NA,NA,NA,NA,275
Le Roux & McGeoch 2008,Cotula plumosa,NA,NA,NA,NA,NA,NA,NA,NA,-16
Le Roux & McGeoch 2008,Crassula moschata,NA,NA,NA,NA,NA,NA,NA,NA,-25
Le Roux & McGeoch 2008,Elaphoglossum randii,NA,NA,NA,NA,NA,NA,NA,NA,-110
Le Roux & McGeoch 2008,Grammitis kerguelensis,NA,NA,NA,NA,NA,NA,NA,NA,257
Le Roux & McGeoch 2008,Hymenophyllum peltatum,NA,NA,NA,NA,NA,NA,NA,NA,-146
Le Roux & McGeoch 2008,Juncus scheuchzerioides,NA,NA,NA,NA,NA,NA,NA,NA,116
Le Roux & McGeoch 2008,Limosella australis,NA,NA,NA,NA,NA,NA,NA,NA,10
Le Roux & McGeoch 2008,Lycopodium magellanicum,NA,NA,NA,NA,NA,NA,NA,NA,388
Le Roux & McGeoch 2008,Lycopodium saururus,NA,NA,NA,NA,NA,NA,NA,NA,-126
Le Roux & McGeoch 2008,Montia fontana,NA,NA,NA,NA,NA,NA,NA,NA,27
Le Roux & McGeoch 2008,Poa cookii,NA,NA,NA,NA,NA,NA,NA,NA,69
Le Roux & McGeoch 2008,Polystichum marionense,NA,NA,NA,NA,NA,NA,NA,NA,-5
Le Roux & McGeoch 2008,Pringlea antiscorbutica,NA,NA,NA,NA,NA,NA,NA,NA,234
Le Roux & McGeoch 2008,Ranunculus biternatus,NA,NA,NA,NA,NA,NA,NA,NA,24
Le Roux & McGeoch 2008,Uncinia compacta,NA,NA,NA,NA,NA,NA,NA,NA,89
Lenoir et al. 2008,Abies alba,NA,NA,NA,NA,NA,NA,NA,214,NA
Lenoir et al. 2008,Acer campestre,NA,NA,NA,NA,NA,NA,NA,18,NA
Lenoir et al. 2008,Acer monspessulanum,NA,NA,NA,NA,NA,NA,NA,139,NA
Lenoir et al. 2008,Acer opalus,NA,NA,NA,NA,NA,NA,NA,137,NA
Lenoir et al. 2008,Acer platanoides,NA,NA,NA,NA,NA,NA,NA,124,NA
Lenoir et al. 2008,Acer pseudoplatanus,NA,NA,NA,NA,NA,NA,NA,137,NA
Lenoir et al. 2008,Actaea spicata,NA,NA,NA,NA,NA,NA,NA,230,NA
Lenoir et al. 2008,Adenostyles alliariae,NA,NA,NA,NA,NA,NA,NA,126,NA
Lenoir et al. 2008,Anemone nemorosa,NA,NA,NA,NA,NA,NA,NA,-57,NA
Lenoir et al. 2008,Anthyllis vulneraria,NA,NA,NA,NA,NA,NA,NA,-187,NA
Lenoir et al. 2008,Aquilegia vulgaris,NA,NA,NA,NA,NA,NA,NA,22,NA
Lenoir et al. 2008,Arabis turrita,NA,NA,NA,NA,NA,NA,NA,204,NA
Lenoir et al. 2008,Aruncus dioicus,NA,NA,NA,NA,NA,NA,NA,253,NA
Lenoir et al. 2008,Aster bellidiastrum,NA,NA,NA,NA,NA,NA,NA,-60,NA
Lenoir et al. 2008,Athyrium filix-femina,NA,NA,NA,NA,NA,NA,NA,-12,NA
Lenoir et al. 2008,Atrichum undulatum,NA,NA,NA,NA,NA,NA,NA,16,NA
Lenoir et al. 2008,Berberis vulgaris,NA,NA,NA,NA,NA,NA,NA,116,NA
Lenoir et al. 2008,Blechnum spicant,NA,NA,NA,NA,NA,NA,NA,-344,NA
Lenoir et al. 2008,Buxus sempervirens,NA,NA,NA,NA,NA,NA,NA,165,NA
Lenoir et al. 2008,Calamagrostis varia,NA,NA,NA,NA,NA,NA,NA,-94,NA
Lenoir et al. 2008,Calamintha grandiflora,NA,NA,NA,NA,NA,NA,NA,50,NA
Lenoir et al. 2008,Campanula rhomboidalis,NA,NA,NA,NA,NA,NA,NA,-165,NA
Lenoir et al. 2008,Campanula rotundifolia,NA,NA,NA,NA,NA,NA,NA,-199,NA
Lenoir et al. 2008,Cardamine heptaphylla,NA,NA,NA,NA,NA,NA,NA,173,NA
Lenoir et al. 2008,Cardamine pentaphyllos,NA,NA,NA,NA,NA,NA,NA,224,NA
Lenoir et al. 2008,Cardamine pratensis,NA,NA,NA,NA,NA,NA,NA,105,NA
Lenoir et al. 2008,Carex digitata,NA,NA,NA,NA,NA,NA,NA,251,NA
Lenoir et al. 2008,Carex sylvatica,NA,NA,NA,NA,NA,NA,NA,8,NA
Lenoir et al. 2008,Carpinus betulus,NA,NA,NA,NA,NA,NA,NA,67,NA
Lenoir et al. 2008,Castanea sativa,NA,NA,NA,NA,NA,NA,NA,26,NA
Lenoir et al. 2008,Cephalanthera longifolia,NA,NA,NA,NA,NA,NA,NA,495,NA
Lenoir et al. 2008,Cephalanthera rubra,NA,NA,NA,NA,NA,NA,NA,68,NA
Lenoir et al. 2008,Cicerbita alpina,NA,NA,NA,NA,NA,NA,NA,73,NA
Lenoir et al. 2008,Clinopodium vulgare,NA,NA,NA,NA,NA,NA,NA,-377,NA
Lenoir et al. 2008,Corylus avellana,NA,NA,NA,NA,NA,NA,NA,38,NA
Lenoir et al. 2008,Crataegus laevigata,NA,NA,NA,NA,NA,NA,NA,65,NA
Lenoir et al. 2008,Crataegus monogyna,NA,NA,NA,NA,NA,NA,NA,-62,NA
Lenoir et al. 2008,Cruciata glabra,NA,NA,NA,NA,NA,NA,NA,-112,NA
Lenoir et al. 2008,Cytisophyllum sessilifolium,NA,NA,NA,NA,NA,NA,NA,17,NA
Lenoir et al. 2008,Cytisus scoparius,NA,NA,NA,NA,NA,NA,NA,-14,NA
Lenoir et al. 2008,Dactylorhiza maculata,NA,NA,NA,NA,NA,NA,NA,14,NA
Lenoir et al. 2008,Daphne laureola,NA,NA,NA,NA,NA,NA,NA,170,NA
Lenoir et al. 2008,Digitalis lutea,NA,NA,NA,NA,NA,NA,NA,147,NA
Lenoir et al. 2008,Digitalis purpurea,NA,NA,NA,NA,NA,NA,NA,-73,NA
Lenoir et al. 2008,Dryopteris dilatata,NA,NA,NA,NA,NA,NA,NA,-235,NA
Lenoir et al. 2008,Dryopteris filix-mas,NA,NA,NA,NA,NA,NA,NA,26,NA
Lenoir et al. 2008,Epilobium angustifolium,NA,NA,NA,NA,NA,NA,NA,-175,NA
Lenoir et al. 2008,Epilobium montanum,NA,NA,NA,NA,NA,NA,NA,211,NA
Lenoir et al. 2008,Epipactis atrorubens,NA,NA,NA,NA,NA,NA,NA,233,NA
Lenoir et al. 2008,Epipactis helleborine,NA,NA,NA,NA,NA,NA,NA,70,NA
Lenoir et al. 2008,Euphorbia characias,NA,NA,NA,NA,NA,NA,NA,213,NA
Lenoir et al. 2008,Evonymus europaeus,NA,NA,NA,NA,NA,NA,NA,141,NA
Lenoir et al. 2008,Fagus sylvatica,NA,NA,NA,NA,NA,NA,NA,121,NA
Lenoir et al. 2008,Festuca altissima,NA,NA,NA,NA,NA,NA,NA,239,NA
Lenoir et al. 2008,Festuca flavescens,NA,NA,NA,NA,NA,NA,NA,524,NA
Lenoir et al. 2008,Festuca heterophylla,NA,NA,NA,NA,NA,NA,NA,-98,NA
Lenoir et al. 2008,Fragaria vesca,NA,NA,NA,NA,NA,NA,NA,54,NA
Lenoir et al. 2008,Fraxinus excelsior,NA,NA,NA,NA,NA,NA,NA,27,NA
Lenoir et al. 2008,Galeopsis tetrahit,NA,NA,NA,NA,NA,NA,NA,198,NA
Lenoir et al. 2008,Galium odoratum,NA,NA,NA,NA,NA,NA,NA,116,NA
Lenoir et al. 2008,Galium rotundifolium,NA,NA,NA,NA,NA,NA,NA,257,NA
Lenoir et al. 2008,Galium saxatile,NA,NA,NA,NA,NA,NA,NA,-77,NA
Lenoir et al. 2008,Genista cinerea,NA,NA,NA,NA,NA,NA,NA,218,NA
Lenoir et al. 2008,Genista pilosa,NA,NA,NA,NA,NA,NA,NA,-169,NA
Lenoir et al. 2008,Gentiana lutea,NA,NA,NA,NA,NA,NA,NA,149,NA
Lenoir et al. 2008,Geranium nodosum,NA,NA,NA,NA,NA,NA,NA,85,NA
Lenoir et al. 2008,Geranium robertianum,NA,NA,NA,NA,NA,NA,NA,66,NA
Lenoir et al. 2008,Gymnocarpium dryopteris,NA,NA,NA,NA,NA,NA,NA,196,NA
Lenoir et al. 2008,Hedera helix,NA,NA,NA,NA,NA,NA,NA,-80,NA
Lenoir et al. 2008,Helleborus foetidus,NA,NA,NA,NA,NA,NA,NA,-97,NA
Lenoir et al. 2008,Hepatica nobilis,NA,NA,NA,NA,NA,NA,NA,498,NA
Lenoir et al. 2008,Hieracium murorum,NA,NA,NA,NA,NA,NA,NA,162,NA
Lenoir et al. 2008,Hieracium prenanthoides,NA,NA,NA,NA,NA,NA,NA,-259,NA
Lenoir et al. 2008,Holcus mollis,NA,NA,NA,NA,NA,NA,NA,-121,NA
Lenoir et al. 2008,Homogyne alpina,NA,NA,NA,NA,NA,NA,NA,-215,NA
Lenoir et al. 2008,Hordelymus europaeus,NA,NA,NA,NA,NA,NA,NA,196,NA
Lenoir et al. 2008,Ilex aquifolium,NA,NA,NA,NA,NA,NA,NA,-10,NA
Lenoir et al. 2008,Juniperus communis,NA,NA,NA,NA,NA,NA,NA,-148,NA
Lenoir et al. 2008,Knautia dipsacifolia,NA,NA,NA,NA,NA,NA,NA,200,NA
Lenoir et al. 2008,Lamium galeobdolon,NA,NA,NA,NA,NA,NA,NA,39,NA
Lenoir et al. 2008,Laserpitium gallicum,NA,NA,NA,NA,NA,NA,NA,-67,NA
Lenoir et al. 2008,Laserpitium latifolium,NA,NA,NA,NA,NA,NA,NA,321,NA
Lenoir et al. 2008,Lathyrus linifolius,NA,NA,NA,NA,NA,NA,NA,149,NA
Lenoir et al. 2008,Lathyrus niger,NA,NA,NA,NA,NA,NA,NA,138,NA
Lenoir et al. 2008,Lathyrus vernus,NA,NA,NA,NA,NA,NA,NA,351,NA
Lenoir et al. 2008,Leucobryum glaucum,NA,NA,NA,NA,NA,NA,NA,19,NA
Lenoir et al. 2008,Ligustrum vulgare,NA,NA,NA,NA,NA,NA,NA,-317,NA
Lenoir et al. 2008,Lilium martagon,NA,NA,NA,NA,NA,NA,NA,23,NA
Lenoir et al. 2008,Lonicera alpigena,NA,NA,NA,NA,NA,NA,NA,-119,NA
Lenoir et al. 2008,Lonicera etrusca,NA,NA,NA,NA,NA,NA,NA,-5,NA
Lenoir et al. 2008,Lonicera nigra,NA,NA,NA,NA,NA,NA,NA,4,NA
Lenoir et al. 2008,Lonicera periclymenum,NA,NA,NA,NA,NA,NA,NA,9,NA
Lenoir et al. 2008,Lonicera xylosteum,NA,NA,NA,NA,NA,NA,NA,36,NA
Lenoir et al. 2008,Luzula luzuloides,NA,NA,NA,NA,NA,NA,NA,190,NA
Lenoir et al. 2008,Luzula nivea,NA,NA,NA,NA,NA,NA,NA,115,NA
Lenoir et al. 2008,Lysimachia nemorum,NA,NA,NA,NA,NA,NA,NA,-7,NA
Lenoir et al. 2008,Maianthemum bifolium,NA,NA,NA,NA,NA,NA,NA,59,NA
Lenoir et al. 2008,Melampyrum sylvaticum,NA,NA,NA,NA,NA,NA,NA,380,NA
Lenoir et al. 2008,Melampyrum velebiticum,NA,NA,NA,NA,NA,NA,NA,-21,NA
Lenoir et al. 2008,Melica uniflora,NA,NA,NA,NA,NA,NA,NA,249,NA
Lenoir et al. 2008,Melittis melissophyllum,NA,NA,NA,NA,NA,NA,NA,167,NA
Lenoir et al. 2008,Mercurialis perennis,NA,NA,NA,NA,NA,NA,NA,126,NA
Lenoir et al. 2008,Milium effusum,NA,NA,NA,NA,NA,NA,NA,412,NA
Lenoir et al. 2008,Moehringia trinervia,NA,NA,NA,NA,NA,NA,NA,227,NA
Lenoir et al. 2008,Mycelis muralis,NA,NA,NA,NA,NA,NA,NA,117,NA
Lenoir et al. 2008,Neottia nidus-avis,NA,NA,NA,NA,NA,NA,NA,156,NA
Lenoir et al. 2008,Orthilia secunda,NA,NA,NA,NA,NA,NA,NA,167,NA
Lenoir et al. 2008,Oxalis acetosella,NA,NA,NA,NA,NA,NA,NA,-6,NA
Lenoir et al. 2008,Paris quadrifolia,NA,NA,NA,NA,NA,NA,NA,35,NA
Lenoir et al. 2008,Phyteuma ovatum,NA,NA,NA,NA,NA,NA,NA,258,NA
Lenoir et al. 2008,Phyteuma spicatum,NA,NA,NA,NA,NA,NA,NA,273,NA
Lenoir et al. 2008,Pimpinella saxifraga,NA,NA,NA,NA,NA,NA,NA,-106,NA
Lenoir et al. 2008,Pinus cembra,NA,NA,NA,NA,NA,NA,NA,118,NA
Lenoir et al. 2008,Pinus sylvestris,NA,NA,NA,NA,NA,NA,NA,-12,NA
Lenoir et al. 2008,Poa nemoralis,NA,NA,NA,NA,NA,NA,NA,-128,NA
Lenoir et al. 2008,Polygala chamaebuxus,NA,NA,NA,NA,NA,NA,NA,90,NA
Lenoir et al. 2008,Polygonatum multiflorum,NA,NA,NA,NA,NA,NA,NA,-46,NA
Lenoir et al. 2008,Polygonatum odoratum,NA,NA,NA,NA,NA,NA,NA,146,NA
Lenoir et al. 2008,Polygonatum verticillatum,NA,NA,NA,NA,NA,NA,NA,41,NA
Lenoir et al. 2008,Polypodium vulgare,NA,NA,NA,NA,NA,NA,NA,292,NA
Lenoir et al. 2008,Polystichum aculeatum,NA,NA,NA,NA,NA,NA,NA,90,NA
Lenoir et al. 2008,Prenanthes purpurea,NA,NA,NA,NA,NA,NA,NA,53,NA
Lenoir et al. 2008,Primula elatior,NA,NA,NA,NA,NA,NA,NA,-158,NA
Lenoir et al. 2008,Prunus avium,NA,NA,NA,NA,NA,NA,NA,-28,NA
Lenoir et al. 2008,Prunus mahaleb,NA,NA,NA,NA,NA,NA,NA,-31,NA
Lenoir et al. 2008,Prunus spinosa,NA,NA,NA,NA,NA,NA,NA,189,NA
Lenoir et al. 2008,Pteridium aquilinum,NA,NA,NA,NA,NA,NA,NA,-102,NA
Lenoir et al. 2008,Pulmonaria affinis,NA,NA,NA,NA,NA,NA,NA,-22,NA
Lenoir et al. 2008,Pulsatilla alpina,NA,NA,NA,NA,NA,NA,NA,163,NA
Lenoir et al. 2008,Quercus petraea,NA,NA,NA,NA,NA,NA,NA,-62,NA
Lenoir et al. 2008,Quercus pubescens,NA,NA,NA,NA,NA,NA,NA,-347,NA
Lenoir et al. 2008,Quercus robur,NA,NA,NA,NA,NA,NA,NA,-76,NA
Lenoir et al. 2008,Ranunculus aduncus,NA,NA,NA,NA,NA,NA,NA,65,NA
Lenoir et al. 2008,Rhamnus cathartica,NA,NA,NA,NA,NA,NA,NA,123,NA
Lenoir et al. 2008,Ribes alpinum,NA,NA,NA,NA,NA,NA,NA,94,NA
Lenoir et al. 2008,Ribes petraeum,NA,NA,NA,NA,NA,NA,NA,264,NA
Lenoir et al. 2008,Rosa arvensis,NA,NA,NA,NA,NA,NA,NA,83,NA
Lenoir et al. 2008,Rosa canina,NA,NA,NA,NA,NA,NA,NA,50,NA
Lenoir et al. 2008,Rosa pendulina,NA,NA,NA,NA,NA,NA,NA,-14,NA
Lenoir et al. 2008,Rubus fruticosus,NA,NA,NA,NA,NA,NA,NA,-231,NA
Lenoir et al. 2008,Rubus idaeus,NA,NA,NA,NA,NA,NA,NA,55,NA
Lenoir et al. 2008,Rubus saxatilis,NA,NA,NA,NA,NA,NA,NA,-74,NA
Lenoir et al. 2008,Rumex arifolius,NA,NA,NA,NA,NA,NA,NA,341,NA
Lenoir et al. 2008,Salix caprea,NA,NA,NA,NA,NA,NA,NA,-78,NA
Lenoir et al. 2008,Sambucus racemosa,NA,NA,NA,NA,NA,NA,NA,9,NA
Lenoir et al. 2008,Sanicula europaea,NA,NA,NA,NA,NA,NA,NA,315,NA
Lenoir et al. 2008,Saxifraga cuneifolia,NA,NA,NA,NA,NA,NA,NA,-236,NA
Lenoir et al. 2008,Saxifraga rotundifolia,NA,NA,NA,NA,NA,NA,NA,97,NA
Lenoir et al. 2008,Scilla lilio-hyacinthus,NA,NA,NA,NA,NA,NA,NA,117,NA
Lenoir et al. 2008,Senecio ovatus subsp. ovatus,NA,NA,NA,NA,NA,NA,NA,300,NA
Lenoir et al. 2008,Solidago virgaurea,NA,NA,NA,NA,NA,NA,NA,-30,NA
Lenoir et al. 2008,Sorbus aria,NA,NA,NA,NA,NA,NA,NA,79,NA
Lenoir et al. 2008,Sorbus aucuparia,NA,NA,NA,NA,NA,NA,NA,54,NA
Lenoir et al. 2008,Sorbus torminalis,NA,NA,NA,NA,NA,NA,NA,-14,NA
Lenoir et al. 2008,Stellaria nemorum,NA,NA,NA,NA,NA,NA,NA,229,NA
Lenoir et al. 2008,Tamus communis,NA,NA,NA,NA,NA,NA,NA,-166,NA
Lenoir et al. 2008,Teucrium scorodonia,NA,NA,NA,NA,NA,NA,NA,74,NA
Lenoir et al. 2008,Tilia platyphyllos,NA,NA,NA,NA,NA,NA,NA,48,NA
Lenoir et al. 2008,Trifolium ochroleucon,NA,NA,NA,NA,NA,NA,NA,41,NA
Lenoir et al. 2008,Ulmus glabra,NA,NA,NA,NA,NA,NA,NA,11,NA
Lenoir et al. 2008,Valeriana montana,NA,NA,NA,NA,NA,NA,NA,82,NA
Lenoir et al. 2008,Veratrum album,NA,NA,NA,NA,NA,NA,NA,188,NA
Lenoir et al. 2008,Veronica austriaca,NA,NA,NA,NA,NA,NA,NA,73,NA
Lenoir et al. 2008,Veronica officinalis,NA,NA,NA,NA,NA,NA,NA,55,NA
Lenoir et al. 2008,Viburnum lantana,NA,NA,NA,NA,NA,NA,NA,79,NA
Lenoir et al. 2008,Viburnum opulus,NA,NA,NA,NA,NA,NA,NA,-24,NA
Lenoir et al. 2008,Vicia sepium,NA,NA,NA,NA,NA,NA,NA,75,NA
Lenoir et al. 2008,Vincetoxicum hirundinaria,NA,NA,NA,NA,NA,NA,NA,198,NA
Lenoir et al. 2008,Viola biflora,NA,NA,NA,NA,NA,NA,NA,213,NA
Lenoir et al. 2008,Viola hirta,NA,NA,NA,NA,NA,NA,NA,189,NA
Lenoir et al. 2008,Viola reichenbachiana,NA,NA,NA,NA,NA,NA,NA,157,NA
Massimino et al. 2015,Blackbird,NA,NA,NA,NA,NA,NA,NA,NA,23
Massimino et al. 2015,Blackcap,NA,NA,NA,NA,NA,NA,NA,-31,-23
Massimino et al. 2015,Blue tit,NA,NA,NA,NA,NA,NA,NA,5,4
Massimino et al. 2015,Bullfinch,NA,NA,NA,NA,NA,NA,NA,-15,-22
Massimino et al. 2015,Buzzard,NA,NA,NA,NA,NA,NA,NA,-216,NA
Massimino et al. 2015,Carrion crow,NA,NA,NA,NA,NA,NA,NA,-126,NA
Massimino et al. 2015,Chaffinch,NA,NA,NA,NA,NA,NA,NA,-56,-51
Massimino et al. 2015,Chiffchaf,NA,NA,NA,NA,NA,NA,NA,-25,-26
Massimino et al. 2015,Coal tit,NA,NA,NA,NA,NA,NA,NA,-35,-37
Massimino et al. 2015,Collared dove,NA,NA,NA,NA,NA,NA,NA,NA,27
Massimino et al. 2015,Coot,NA,NA,NA,NA,NA,NA,NA,NA,80
Massimino et al. 2015,Cormorant,NA,NA,NA,NA,NA,NA,NA,NA,42
Massimino et al. 2015,Corn bunting,NA,NA,NA,NA,NA,NA,NA,NA,24
Massimino et al. 2015,Cuckoo,NA,NA,NA,NA,NA,NA,NA,6,NA
Massimino et al. 2015,Curlew,NA,NA,NA,NA,NA,NA,NA,88,NA
Massimino et al. 2015,Dunnock,NA,NA,NA,NA,NA,NA,NA,15,15
Massimino et al. 2015,Garden warbler,NA,NA,NA,NA,NA,NA,NA,24,27
Massimino et al. 2015,Goldcrest,NA,NA,NA,NA,NA,NA,NA,-43,-45
Massimino et al. 2015,Goldfinch,NA,NA,NA,NA,NA,NA,NA,NA,78
Massimino et al. 2015,Great spotted woodpecker,NA,NA,NA,NA,NA,NA,NA,-19,-19
Massimino et al. 2015,Great tit,NA,NA,NA,NA,NA,NA,NA,-14,-17
Massimino et al. 2015,Green woodpecker,NA,NA,NA,NA,NA,NA,NA,32,NA
